sy	4676593607
sz	182604914
ta	42344542093
tb	3716332695
tc	7358005916
td	3231292348
te	80948650956
tf	3611139685
tg	1671158263
th	133210262170
ti	79834588969
tj	536726231
tk	592138618
tl	6510937489
tm	5594198669
tn	2772908209
to	68548751664
tp	4481584579
tq	172016016
tr	26996514264
ts	29972404314
tt	19222971337
tu	15817162046
tv	1368545035
tw	8118316093
tx	384005616
ty	15214168398
tz	399047698
ua	8227068864
ub	6765681016
uc	10702575520
ud	6346747965
ue	8457625777
uf	1416534510
ug	5736801207
uh	524903236
ui	6967198562
uj	145269456
uk	1372734372
ul	15752059735
um	10007053570
un	22987447404
uo	911010799
up	9388602522
uq	59614067
ur	35957660877
us	30677125454
ut	22499209523
uu	170247936
uv	409837804
uw	731912653
ux	605592840
uy	1633379480
uz	294900207
va	10061548421
vb	159300324
vc	267332451
vd	948786360
ve	42386634729
vf	70032606
vg	159448024
vh	136916226
vi	23140348141
vj	15424672
vk	21599286
vl	138973795
vm	127476300
vn	116774291
vo	3540351272
vp	160573271
vq	8637649
vr	217059171
vs	517563727
vt	189305399
vu	191219786
vv	69205951
vw	116491832
vx	47815439
vy	224764337
vz	7573361
wa	16616645822
wb	541505398
wc	739335953
wd	598852489
we	18727322433
wf	511762732
wg	230184684
wh	12042164275
wi	21486195066
wj	266620064
wk	162689468
wl	994356456
wm	715128430
wn	4496647198
wo	11770868120
wp	812895043
wq	27284705
wr	2042709489
ws	6152300106
wt	1807415715
wu	285828898
wv	149685312
ww	1962296312
wx	114261838
wy	893249955
wz	101939100
xa	1718498310
xb	306237503
xc	1625728079
xd	209666964
xe	1553965388
xf	339528185
xg	135146866
xh	319250039
xi	1830392546
xj	30189609
xk	38953406
xl	214535838
xm	500340477
xn	135354237
xo	460487734
xp	3378298285
xq	20714339
xr	211474506
xs	408373665
xt	3628673601
xu	407474891
xv	153643160
xw	154494871
xx	554737300
xy	372725127
xz	23383121
ya	6723589408
yb	2791607728
yc	4065809966
yd	2357064378
ye	7000720946
yf	2308211635
yg	1197449390
yh	1678109748
yi	4088737647
yj	546404776
yk	377466618
yl	2798711484
ym	3629941896
yn	2367224599
yo	20264440566
yp	4770576225
yq	136052248
yr	3213028237
ys	10570642040
yt	6272652335
yu	849379055
yv	566509018
yw	2650158989
yx	74171966
yy	396710835
yz	202799496
za	1550549207
zb	82447517
zc	99863167
zd	101168986
ze	3038306939
zf	45439062
zg	40237172
zh	99349469
zi	1424549625
zj	31370967
zk	37189199
zl	155799204
zm	84167126
zn	59963870
zo	1226090518
zp	60233607
zq	6170496
zr	95348467
zs	123498745
zt	75009362
zu	296673637
zv	25612956
zw	54956316
zx	16061325
zy	202018221
zz	406963963
